date_time,true_positives,false_positives,true_negatives,false_negatives,precision,recall,f1,defined,duration
2025-05-17-13:05:01,358707,1408,16129262,249,0.9961,0.9993,0.9977,16489626,22.802
2025-05-17-13:05:25,300846,1574,17330764,239,0.9948,0.9992,0.997,17633423,23.054
2025-05-17-13:05:48,319349,1823,18483735,233,0.9943,0.9993,0.9968,18805140,22.981
2025-05-17-13:06:13,343168,1571,18548969,208,0.9954,0.9994,0.9974,18893916,23.003
2025-05-17-13:06:36,313490,1486,19285299,165,0.9953,0.9995,0.9974,19600440,22.777
2025-05-17-13:07:00,307301,1457,17536978,143,0.9953,0.9995,0.9974,17845879,23.035
2025-05-17-13:07:25,312698,1199,19156682,173,0.9962,0.9994,0.9978,19470752,23.065
2025-05-17-13:07:49,329507,1731,15633087,133,0.9948,0.9996,0.9972,15964458,23.117
2025-05-17-13:08:14,345314,8749,20418188,4089,0.9753,0.9883,0.9818,20776340,23.692
2025-05-17-13:08:38,332362,12480,17122555,1716,0.9638,0.9949,0.9791,17469113,23.018
2025-05-17-13:09:01,311982,4960,17966943,803,0.9844,0.9974,0.9908,18284688,22.794
2025-05-17-13:09:26,297720,6483,17576018,794,0.9787,0.9973,0.9879,17881015,23.035
2025-05-17-13:09:50,317576,4182,19418434,690,0.987,0.9978,0.9924,19740882,22.988
2025-05-17-13:10:14,318395,5641,16923329,516,0.9826,0.9984,0.9904,17247881,23.119
2025-05-17-13:10:38,318738,3675,18036319,757,0.9886,0.9976,0.9931,18359489,23.046
2025-05-17-13:11:02,301196,3187,16635013,446,0.9895,0.9985,0.994,16939842,23.066
2025-05-17-13:11:26,363898,2310,18926522,278,0.9937,0.9992,0.9965,19293008,22.887
2025-05-17-13:11:50,345680,2456,20161698,486,0.9929,0.9986,0.9958,20510320,22.882
2025-05-17-13:12:14,387797,2824,18271987,379,0.9928,0.999,0.9959,18662987,22.984
2025-05-17-13:12:38,314118,1895,16173429,285,0.994,0.9991,0.9965,16489727,23.033
2025-05-17-13:13:02,314848,1832,17851915,207,0.9942,0.9993,0.9968,18168802,22.846
2025-05-17-13:13:26,320045,1924,18898845,157,0.994,0.9995,0.9968,19220971,22.92
2025-05-17-13:13:50,311573,1425,18562643,200,0.9954,0.9994,0.9974,18875841,22.825
2025-05-17-13:14:14,360423,1972,17339861,206,0.9946,0.9994,0.997,17702462,23.476
2025-05-17-13:14:38,348571,1544,19294682,250,0.9956,0.9993,0.9974,19645047,22.955
2025-05-17-13:15:02,276285,1690,16777612,120,0.9939,0.9996,0.9967,17055707,22.991
2025-05-17-13:15:26,296267,1607,20951417,149,0.9946,0.9995,0.997,21249440,22.996
2025-05-17-13:15:50,354618,1334,18237157,218,0.9963,0.9994,0.9978,18593327,22.972
2025-05-17-13:16:15,373407,1449,18921542,109,0.9961,0.9997,0.9979,19296507,23.094
2025-05-17-13:16:39,288689,1191,16632387,113,0.9959,0.9996,0.9977,16922380,23.255
2025-05-17-13:17:03,310702,1266,16070204,180,0.9959,0.9994,0.9977,16382352,22.82
2025-05-17-13:17:27,327152,1457,18163804,178,0.9956,0.9995,0.9975,18492591,22.97
2025-05-17-13:17:51,280558,1922,17651541,1488,0.9932,0.9947,0.994,17935509,23.292
2025-05-17-13:18:15,321867,9499,16868525,1110,0.9713,0.9966,0.9838,17201001,22.925
2025-05-17-13:18:39,329204,6498,19768313,741,0.9806,0.9978,0.9891,20104756,22.974
2025-05-17-13:19:03,316301,4319,16898890,1218,0.9865,0.9962,0.9913,17220728,22.891
2025-05-17-13:19:27,333553,4969,20665800,633,0.9853,0.9981,0.9917,21004955,23.146
2025-05-17-13:19:51,336268,2822,16071781,540,0.9917,0.9984,0.995,16411411,23.039
2025-05-17-13:20:16,349795,2703,17467894,401,0.9923,0.9989,0.9956,17820793,23.295
2025-05-17-13:20:40,307562,2155,16156611,288,0.993,0.9991,0.996,16466616,22.768
2025-05-17-13:21:04,312371,1689,18949238,179,0.9946,0.9994,0.997,19263477,22.955
2025-05-17-13:21:28,334783,1582,16968803,221,0.9953,0.9993,0.9973,17305389,23.252
2025-05-17-13:21:52,301336,1752,15114814,151,0.9942,0.9995,0.9969,15418053,23.003
2025-05-17-13:22:16,346680,5524,17939651,1321,0.9843,0.9962,0.9902,18293176,23.219
2025-05-17-13:22:40,313320,8234,15686424,1419,0.9744,0.9955,0.9848,16009397,22.962
2025-05-17-13:23:04,388887,9372,18797336,1428,0.9765,0.9963,0.9863,19197023,22.854
2025-05-17-13:23:28,359505,5959,15652739,1084,0.9837,0.997,0.9903,16019287,22.948
2025-05-17-13:23:52,305359,7540,18561981,1002,0.9759,0.9967,0.9862,18875882,23.139
2025-05-17-13:24:16,361940,4874,15504747,604,0.9867,0.9983,0.9925,15872165,22.947
2025-05-17-13:24:40,342225,3655,19821240,564,0.9894,0.9984,0.9939,20167684,22.979
2025-05-17-13:25:04,346135,3283,18799546,483,0.9906,0.9986,0.9946,19149447,22.96
2025-05-17-13:25:28,326525,2436,16788481,272,0.9926,0.9992,0.9959,17117714,23.015
2025-05-17-13:25:52,352546,3727,17769064,482,0.9895,0.9986,0.9941,18125819,22.794
2025-05-17-13:26:16,312830,3565,16662338,608,0.9887,0.9981,0.9934,16979341,23.026
2025-05-17-13:26:40,324436,2636,17463560,247,0.9919,0.9992,0.9956,17790879,23.003
2025-05-17-13:27:04,298131,2832,17439106,530,0.9906,0.9982,0.9944,17740599,23.0
2025-05-17-13:27:28,311892,1922,16888251,283,0.9939,0.9991,0.9965,17202348,22.782
2025-05-17-13:27:52,318576,2323,18308104,284,0.9928,0.9991,0.9959,18629287,22.967
2025-05-17-13:28:16,337171,2060,15498963,194,0.9939,0.9994,0.9967,15838388,23.069
2025-05-17-13:28:40,333095,1353,18980101,155,0.996,0.9995,0.9977,19314704,23.124
2025-05-17-13:29:04,341622,2067,17491501,275,0.994,0.9992,0.9966,17835465,23.086
2025-05-17-13:29:28,356465,1743,19454483,211,0.9951,0.9994,0.9973,19812902,22.924
2025-05-17-13:29:53,335922,2186,16630750,261,0.9935,0.9992,0.9964,16969119,23.001
2025-05-17-13:30:17,386773,1470,16408774,270,0.9962,0.9993,0.9978,16797287,23.079
2025-05-17-13:30:41,351386,1699,17279211,217,0.9952,0.9994,0.9973,17632513,22.783
2025-05-17-13:31:04,364605,1896,16012722,234,0.9948,0.9994,0.9971,16379457,22.823
2025-05-17-13:31:28,319927,1605,17197535,180,0.995,0.9994,0.9972,17519247,23.118
2025-05-17-13:31:52,350081,1281,15979898,141,0.9964,0.9996,0.998,16331401,22.907
2025-05-17-13:32:16,349614,1854,17175307,296,0.9947,0.9992,0.9969,17527071,23.08
2025-05-17-13:32:40,316663,1484,16671342,147,0.9953,0.9995,0.9974,16989636,22.921
2025-05-17-13:33:04,304896,1839,19270730,239,0.994,0.9992,0.9966,19577704,22.89
2025-05-17-13:33:28,322325,2164,16531937,213,0.9933,0.9993,0.9963,16856639,23.045
2025-05-17-13:33:52,323275,1690,17052832,122,0.9948,0.9996,0.9972,17377919,22.948
2025-05-17-13:34:17,329508,1222,17735485,225,0.9963,0.9993,0.9978,18066440,23.008
2025-05-17-13:34:41,326740,1634,18402983,135,0.995,0.9996,0.9973,18731492,23.012
2025-05-17-13:35:05,336866,2030,15797191,386,0.994,0.9989,0.9964,16136473,23.101
2025-05-17-13:35:29,372163,4844,16503880,646,0.9872,0.9983,0.9927,16881533,23.183
2025-05-17-13:35:53,378756,6183,15640489,764,0.9839,0.998,0.9909,16026192,22.879
2025-05-17-13:36:17,364661,4033,14408003,592,0.9891,0.9984,0.9937,14777289,23.006
2025-05-17-13:36:41,365178,3515,15926251,247,0.9905,0.9993,0.9949,16295191,23.116
2025-05-17-13:37:05,329929,2570,17836189,411,0.9923,0.9988,0.9955,18169099,22.972
2025-05-17-13:37:29,390227,3430,16689046,350,0.9913,0.9991,0.9952,17083053,23.168
2025-05-17-13:37:53,378339,2507,17937825,307,0.9934,0.9992,0.9963,18318978,22.942
2025-05-17-13:38:17,362776,3793,17386877,473,0.9897,0.9987,0.9942,17753919,22.991
2025-05-17-13:38:41,358144,4942,14891678,630,0.9864,0.9982,0.9923,15255394,23.134
2025-05-17-13:39:05,352792,2656,12993413,366,0.9925,0.999,0.9957,13349227,23.137
2025-05-17-13:39:29,326954,2563,18316708,423,0.9922,0.9987,0.9955,18646648,23.021
2025-05-17-13:39:53,339770,2879,18027265,428,0.9916,0.9987,0.9952,18370342,22.932
2025-05-17-13:40:17,369617,2647,15995976,260,0.9929,0.9993,0.9961,16368500,22.866
2025-05-17-13:40:41,374969,2148,14080374,249,0.9943,0.9993,0.9968,14457740,23.02
2025-05-17-13:41:05,369994,1852,16855905,224,0.995,0.9994,0.9972,17227975,22.84
2025-05-17-13:41:29,341869,2477,14154861,272,0.9928,0.9992,0.996,14499479,23.175
2025-05-17-13:41:53,405134,2824,16009821,314,0.9931,0.9992,0.9961,16418093,22.861
2025-05-17-13:42:17,343514,1979,17462410,242,0.9943,0.9993,0.9968,17808145,23.004
2025-05-17-13:42:42,372274,1611,17132602,232,0.9957,0.9994,0.9975,17506719,23.048
2025-05-17-13:43:06,368555,1913,15887243,219,0.9948,0.9994,0.9971,16257930,23.019
2025-05-17-13:43:30,346248,1948,16837429,212,0.9944,0.9994,0.9969,17185837,22.985
2025-05-17-13:43:54,391784,1693,17878593,191,0.9957,0.9995,0.9976,18272261,23.167
2025-05-17-13:44:18,357235,1667,18161177,188,0.9954,0.9995,0.9974,18520267,22.951
2025-05-17-13:44:42,361349,1589,14678255,258,0.9956,0.9993,0.9975,15041451,22.842
2025-05-17-13:45:06,365802,2148,16171844,140,0.9942,0.9996,0.9969,16539934,23.111
2025-05-17-13:45:30,398327,1852,18820968,205,0.9954,0.9995,0.9974,19221352,23.007
2025-05-17-13:45:54,400432,1472,16546032,177,0.9963,0.9996,0.9979,16948113,23.063
2025-05-17-13:46:18,372842,1513,16283342,182,0.996,0.9995,0.9977,16657879,23.042
2025-05-17-13:46:42,379553,1310,17970452,113,0.9966,0.9997,0.9981,18351428,23.149
2025-05-17-13:47:06,363636,1139,16342628,137,0.9969,0.9996,0.9982,16707540,22.989
2025-05-17-13:47:30,333299,1723,14246400,148,0.9949,0.9996,0.9972,14581570,23.082
2025-05-17-13:47:54,345390,1614,17629632,210,0.9953,0.9994,0.9974,17976846,23.152
2025-05-17-13:48:18,364289,1543,16390858,777,0.9958,0.9979,0.9968,16757467,23.211
2025-05-17-13:48:43,403112,2393,16279614,182,0.9941,0.9995,0.9968,16685301,23.128
2025-05-17-13:49:07,343780,1520,18069797,183,0.9956,0.9995,0.9975,18415280,22.848
2025-05-17-13:49:30,329207,1154,16158723,243,0.9965,0.9993,0.9979,16489327,22.8
2025-05-17-13:49:55,385920,1813,15632262,140,0.9953,0.9996,0.9975,16020135,23.089
2025-05-17-13:50:19,337551,1115,16043177,125,0.9967,0.9996,0.9982,16381968,23.027
2025-05-17-13:50:43,357041,1386,17405816,201,0.9961,0.9994,0.9978,17764444,23.07
2025-05-17-13:51:07,324331,1226,16329630,100,0.9962,0.9997,0.998,16655287,22.998
2025-05-17-13:51:31,362627,1343,16669345,262,0.9963,0.9993,0.9978,17033577,23.021
2025-05-17-13:51:55,380802,1096,16503273,154,0.9971,0.9996,0.9984,16885325,22.97
2025-05-17-13:52:19,361488,1333,17451564,146,0.9963,0.9996,0.998,17814531,22.755
2025-05-17-13:52:43,359446,1594,16127819,167,0.9956,0.9995,0.9976,16489026,22.938
2025-05-17-13:53:07,378227,1392,16112986,200,0.9963,0.9995,0.9979,16492805,23.125
2025-05-17-13:53:31,336511,1901,15147940,191,0.9944,0.9994,0.9969,15486543,22.901
2025-05-17-13:53:55,350544,1169,15576781,131,0.9967,0.9996,0.9981,15928625,23.15
2025-05-17-13:54:19,405546,1471,16513937,174,0.9964,0.9996,0.998,16921128,23.048
2025-05-17-13:54:43,386798,1520,16016486,129,0.9961,0.9997,0.9979,16404933,23.06
2025-05-17-13:55:07,363011,1054,17497593,114,0.9971,0.9997,0.9984,17861772,23.124
2025-05-17-13:55:31,355230,1410,15171488,130,0.996,0.9996,0.9978,15528258,22.851
2025-05-17-13:55:55,375498,1394,18041033,120,0.9963,0.9997,0.998,18418045,22.989
2025-05-17-13:56:19,346107,1371,16683192,212,0.9961,0.9994,0.9977,17030882,22.938
2025-05-17-13:56:43,363315,1726,16499316,156,0.9953,0.9996,0.9974,16864513,23.05
2025-05-17-13:57:07,408311,1573,18099890,126,0.9962,0.9997,0.9979,18509900,22.965
2025-05-17-13:57:31,353184,979,17889342,97,0.9972,0.9997,0.9985,18243602,22.941
2025-05-17-13:57:55,388374,1296,17962672,187,0.9967,0.9995,0.9981,18352529,22.933
2025-05-17-13:58:19,363634,1603,15717971,150,0.9956,0.9996,0.9976,16083358,23.215
2025-05-17-13:58:43,390230,1272,17432519,167,0.9968,0.9996,0.9982,17824188,22.983
2025-05-17-13:59:07,322962,1257,15977672,387,0.9961,0.9988,0.9975,16302278,23.03
2025-05-17-13:59:31,378313,1145,16054552,102,0.997,0.9997,0.9984,16434112,23.132
