date_time,true_positives,false_positives,true_negatives,false_negatives,precision,recall,f1,defined,duration
2025-05-19-13:56:06,391230,76933,15058542,9851,0.8357,0.9754,0.9002,15536556,23.153
2025-05-19-13:56:30,376812,43005,13338266,5352,0.8976,0.986,0.9397,13763435,23.394
2025-05-19-13:56:55,370221,38719,13075933,3684,0.9053,0.9901,0.9458,13488557,23.033
2025-05-19-13:57:19,378372,35264,14159906,4255,0.9147,0.9889,0.9504,14577797,22.825
2025-05-19-13:57:43,402717,18828,14991237,2591,0.9553,0.9936,0.9741,15415373,22.939
2025-05-19-13:58:08,360123,25166,12317477,3306,0.9347,0.9909,0.962,12706072,23.059
2025-05-19-13:58:32,326104,16149,12870182,2139,0.9528,0.9935,0.9727,13214574,22.874
2025-05-19-13:58:56,360550,13072,14691419,1444,0.965,0.996,0.9803,15066485,22.682
2025-05-19-13:59:20,329395,10503,11854388,1777,0.9691,0.9946,0.9817,12196063,22.939
2025-05-19-13:59:45,371055,9650,13413399,1404,0.9747,0.9962,0.9853,13795508,23.094
2025-05-19-14:00:09,362195,13252,14978044,1522,0.9647,0.9958,0.98,15355013,22.969
2025-05-19-14:00:33,346088,12045,13074897,2128,0.9664,0.9939,0.9799,13435158,22.962
2025-05-19-14:00:57,405003,26681,12193397,2426,0.9382,0.994,0.9653,12627507,22.791
2025-05-19-14:01:22,355227,17477,13788276,3383,0.9531,0.9906,0.9715,14164363,22.905
2025-05-19-14:01:46,371633,13612,12632986,3165,0.9647,0.9916,0.9779,13021396,23.112
2025-05-19-14:02:11,407127,20572,12933884,3146,0.9519,0.9923,0.9717,13364729,23.015
2025-05-19-14:02:35,433071,18974,13346632,1974,0.958,0.9955,0.9764,13800651,23.206
2025-05-19-14:02:59,340098,12121,13477408,1474,0.9656,0.9957,0.9804,13831101,22.759
2025-05-19-14:03:23,401642,10758,13560533,1420,0.9739,0.9965,0.9851,13974353,22.919
2025-05-19-14:03:48,378550,9119,13071592,1361,0.9765,0.9964,0.9863,13460622,22.886
2025-05-19-14:04:12,402327,5780,11007841,1036,0.9858,0.9974,0.9916,11416984,22.881
2025-05-19-14:04:36,412432,8277,11679163,1112,0.9803,0.9973,0.9887,12100984,22.956
2025-05-19-14:05:01,375953,6267,13873809,997,0.9836,0.9974,0.9904,14257026,23.07
2025-05-19-14:05:25,387069,8895,12299997,1018,0.9775,0.9974,0.9874,12696979,22.974
2025-05-19-14:05:49,352681,6944,12237824,715,0.9807,0.998,0.9893,12598164,23.062
2025-05-19-14:06:14,367449,6096,13394207,989,0.9837,0.9973,0.9905,13768741,23.163
2025-05-19-14:06:38,443080,6566,11607605,967,0.9854,0.9978,0.9916,12058218,23.039
2025-05-19-14:07:02,378474,4692,13016135,524,0.9878,0.9986,0.9932,13399825,22.973
2025-05-19-14:07:26,431913,6233,14277858,826,0.9858,0.9981,0.9919,14716830,22.655
2025-05-19-14:07:51,369443,5420,13222058,680,0.9855,0.9982,0.9918,13597601,22.88
2025-05-19-14:08:15,394423,5811,12217982,761,0.9855,0.9981,0.9917,12618977,22.916
2025-05-19-14:08:39,372204,5405,12930524,823,0.9857,0.9978,0.9917,13308956,23.029
2025-05-19-14:09:04,362078,6146,14460955,977,0.9833,0.9973,0.9903,14830156,23.161
2025-05-19-14:09:29,377373,11223,12669918,2084,0.9711,0.9945,0.9827,13060598,23.363
2025-05-19-14:09:53,355971,10148,13952280,1591,0.9723,0.9956,0.9838,14319990,23.224
2025-05-19-14:10:18,419407,11075,11519029,964,0.9743,0.9977,0.9859,11950475,23.103
2025-05-19-14:10:42,367947,7780,12383941,862,0.9793,0.9977,0.9884,12760530,22.858
2025-05-19-14:11:06,421962,7733,13306079,811,0.982,0.9981,0.99,13736585,23.015
2025-05-19-14:11:30,369320,7581,11051098,992,0.9799,0.9973,0.9885,11428991,22.924
2025-05-19-14:11:55,372326,7603,10796710,900,0.98,0.9976,0.9887,11177539,22.811
2025-05-19-14:12:19,375953,10174,13630598,975,0.9737,0.9974,0.9854,14017700,22.781
2025-05-19-14:12:43,408909,7857,11480904,1270,0.9811,0.9969,0.989,11898940,22.888
2025-05-19-14:13:07,428566,7970,11767825,658,0.9817,0.9985,0.99,12205019,23.068
2025-05-19-14:13:32,379084,6305,10554680,734,0.9836,0.9981,0.9908,10940803,23.238
2025-05-19-14:13:56,422024,8253,13975581,1782,0.9808,0.9958,0.9883,14407640,22.931
2025-05-19-14:14:20,429979,11114,12364944,2011,0.9748,0.9953,0.985,12808048,23.005
2025-05-19-14:14:45,358049,11021,11812426,1297,0.9701,0.9964,0.9831,12182793,23.112
2025-05-19-14:15:09,366204,13117,15395180,1585,0.9654,0.9957,0.9803,15776086,23.041
2025-05-19-14:15:34,383074,9386,11168051,1075,0.9761,0.9972,0.9865,11561586,23.064
2025-05-19-14:15:58,376636,7930,13927392,747,0.9794,0.998,0.9886,14312705,22.966
2025-05-19-14:16:22,371046,8606,11922084,625,0.9773,0.9983,0.9877,12302361,22.976
2025-05-19-14:16:47,389777,7758,13870297,996,0.9805,0.9975,0.9889,14268828,23.131
2025-05-19-14:17:11,416073,7708,12201792,1006,0.9818,0.9976,0.9896,12626579,23.161
2025-05-19-14:17:36,377661,8278,12873422,734,0.9786,0.9981,0.9882,13260095,23.177
2025-05-19-14:18:00,358048,5529,12601020,629,0.9848,0.9982,0.9915,12965226,23.133
2025-05-19-14:18:24,379043,5751,11843976,721,0.9851,0.9981,0.9915,12229491,22.933
2025-05-19-14:18:49,388587,7016,12274151,772,0.9823,0.998,0.9901,12670526,23.128
2025-05-19-14:19:14,354254,7586,13511350,757,0.979,0.9979,0.9884,13873947,23.123
