date_time,true_positives,false_positives,true_negatives,false_negatives,precision,recall,f1,defined,duration
2025-05-16-16:13:01,387987,3357,25186204,606,0.9914,0.9984,0.9949,25578154,22.782
2025-05-16-16:13:25,329227,3027,23972967,347,0.9909,0.9989,0.9949,24305568,22.862
2025-05-16-16:13:48,382672,2854,22216043,363,0.9926,0.9991,0.9958,22601932,22.669
2025-05-16-16:14:11,352234,4828,23053753,1098,0.9865,0.9969,0.9917,23411913,22.824
2025-05-16-16:14:35,361113,3899,23134016,537,0.9893,0.9985,0.9939,23499565,22.755
2025-05-16-16:14:58,389224,3921,25227775,517,0.99,0.9987,0.9943,25621437,22.677
2025-05-16-16:15:22,406206,2747,22087062,387,0.9933,0.999,0.9962,22496402,22.829
2025-05-16-16:15:45,348270,2978,21239575,437,0.9915,0.9987,0.9951,21591260,22.846
2025-05-16-16:16:08,411507,2295,21429926,377,0.9945,0.9991,0.9968,21844105,22.722
2025-05-16-16:16:32,336281,3924,20954428,794,0.9885,0.9976,0.993,21295427,22.691
2025-05-16-16:16:55,392395,3803,23529602,486,0.9904,0.9988,0.9946,23926286,22.882
2025-05-16-16:17:19,368839,2320,22164600,312,0.9937,0.9992,0.9964,22536071,22.647
2025-05-16-16:17:42,404069,2856,21179224,322,0.993,0.9992,0.9961,21586471,22.903
2025-05-16-16:18:05,358611,2962,25076061,466,0.9918,0.9987,0.9952,25438100,22.609
2025-05-16-16:18:28,371098,2782,20534387,403,0.9926,0.9989,0.9957,20908670,22.543
2025-05-16-16:18:52,380825,2875,22876419,376,0.9925,0.999,0.9957,23260495,22.84
2025-05-16-16:19:15,343681,3148,19823819,337,0.9909,0.999,0.995,20170985,22.629
2025-05-16-16:19:38,366862,2908,23730486,363,0.9921,0.999,0.9956,24100619,22.719
2025-05-16-16:20:02,381447,1954,21088092,299,0.9949,0.9992,0.9971,21471792,22.705
2025-05-16-16:20:25,401013,2723,20818107,359,0.9933,0.9991,0.9962,21222202,22.827
2025-05-16-16:20:49,389185,2082,21997419,291,0.9947,0.9993,0.997,22388977,22.816
2025-05-16-16:21:12,358149,3267,26387129,654,0.991,0.9982,0.9946,26749199,22.765
2025-05-16-16:21:35,410801,3897,24879263,532,0.9906,0.9987,0.9946,25294493,22.477
2025-05-16-16:21:58,407829,3045,23188528,360,0.9926,0.9991,0.9958,23599762,22.334
2025-05-16-16:22:22,334963,2595,22855284,379,0.9923,0.9989,0.9956,23193221,22.762
2025-05-16-16:22:45,343505,2375,25522438,256,0.9931,0.9993,0.9962,25868574,22.59
2025-05-16-16:23:08,375469,1818,22806368,230,0.9952,0.9994,0.9973,23183885,22.931
2025-05-16-16:23:32,399702,2789,23868761,414,0.9931,0.999,0.996,24271666,22.813
2025-05-16-16:23:55,382309,2451,20900150,351,0.9936,0.9991,0.9963,21285261,22.421
2025-05-16-16:24:18,373020,2645,21376515,271,0.993,0.9993,0.9961,21752451,22.89
2025-05-16-16:24:42,372606,2254,23801914,274,0.994,0.9993,0.9966,24177048,22.856
2025-05-16-16:25:05,303270,2537,23400132,207,0.9917,0.9993,0.9955,23706146,22.712
2025-05-16-16:25:29,336492,2932,26317276,600,0.9914,0.9982,0.9948,26657300,22.748
2025-05-16-16:25:52,393458,2236,26643719,215,0.9943,0.9995,0.9969,27039628,22.769
2025-05-16-16:26:15,340387,2187,24295966,453,0.9936,0.9987,0.9961,24638993,22.553
2025-05-16-16:26:39,417171,2981,23160137,332,0.9929,0.9992,0.996,23580621,22.842
2025-05-16-16:27:02,351483,2071,22860661,235,0.9941,0.9993,0.9967,23214450,22.623
2025-05-16-16:27:25,410533,2183,23097669,314,0.9947,0.9992,0.997,23510699,22.403
2025-05-16-16:27:48,344456,2827,22909692,449,0.9919,0.9987,0.9953,23257424,22.861
2025-05-16-16:28:12,368393,2444,23856878,331,0.9934,0.9991,0.9962,24228046,22.867
2025-05-16-16:28:35,363880,1872,21416353,278,0.9949,0.9992,0.9971,21782383,22.547
2025-05-16-16:28:58,341674,1956,22971516,170,0.9943,0.9995,0.9969,23315316,22.762
2025-05-16-16:29:22,389809,2337,22597658,353,0.994,0.9991,0.9966,22990157,22.732
2025-05-16-16:29:45,395233,4544,22609255,676,0.9886,0.9983,0.9934,23009708,22.699
2025-05-16-16:30:08,423017,3448,21727183,318,0.9919,0.9992,0.9956,22153966,22.665
2025-05-16-16:30:32,381060,2716,22205396,372,0.9929,0.999,0.996,22589544,22.815
2025-05-16-16:30:55,378215,3019,24253622,761,0.9921,0.998,0.995,24635617,22.862
2025-05-16-16:31:19,357294,2235,21130298,372,0.9938,0.999,0.9964,21490199,22.814
2025-05-16-16:31:42,387932,2251,23842010,315,0.9942,0.9992,0.9967,24232508,22.632
2025-05-16-16:32:05,346778,2242,23236479,267,0.9936,0.9992,0.9964,23585766,22.696
2025-05-16-16:32:29,378512,2287,19885257,291,0.994,0.9992,0.9966,20266347,22.765
2025-05-16-16:32:52,356362,1819,27033123,175,0.9949,0.9995,0.9972,27391479,22.769
2025-05-16-16:33:15,394481,1941,21974446,193,0.9951,0.9995,0.9973,22371061,22.788
2025-05-16-16:33:39,379400,1571,21821102,212,0.9959,0.9994,0.9977,22202285,22.733
2025-05-16-16:34:02,381567,1918,23890390,205,0.995,0.9995,0.9972,24274080,22.577
2025-05-16-16:34:25,397199,1476,21300448,241,0.9963,0.9994,0.9978,21699364,22.681
2025-05-16-16:34:48,355409,1547,21659186,289,0.9957,0.9992,0.9974,22016431,22.739
2025-05-16-16:35:12,378137,1909,23363498,326,0.995,0.9991,0.9971,23743870,22.948
2025-05-16-16:35:35,319210,2209,24636999,165,0.9931,0.9995,0.9963,24958583,22.743
2025-05-16-16:35:59,384831,1729,22447414,217,0.9955,0.9994,0.9975,22834191,22.706
2025-05-16-16:36:22,354009,1878,23464462,243,0.9947,0.9993,0.997,23820592,22.403
2025-05-16-16:36:45,383889,1727,24482771,159,0.9955,0.9996,0.9975,24868546,22.957
2025-05-16-16:37:09,362352,2098,22775000,418,0.9942,0.9988,0.9965,23139868,22.809
2025-05-16-16:37:32,340062,1838,25928428,310,0.9946,0.9991,0.9969,26270638,22.985
2025-05-16-16:37:56,363880,2179,22248681,238,0.994,0.9993,0.9967,22614978,22.629
2025-05-16-16:38:19,440315,1740,23757932,214,0.9961,0.9995,0.9978,24200201,22.538
2025-05-16-16:38:42,392863,1389,23884302,132,0.9965,0.9997,0.9981,24278686,22.844
2025-05-16-16:39:06,402651,1821,22561360,216,0.9955,0.9995,0.9975,22966048,22.828
2025-05-16-16:39:29,369288,1973,24784089,166,0.9947,0.9996,0.9971,25155516,22.947
2025-05-16-16:39:53,382900,1764,23428260,488,0.9954,0.9987,0.9971,23813412,22.572
2025-05-16-16:40:16,380906,1901,23502838,267,0.995,0.9993,0.9972,23885912,22.839
2025-05-16-16:40:39,385936,1665,23264900,196,0.9957,0.9995,0.9976,23652697,22.668
2025-05-16-16:41:03,349162,1358,22910295,148,0.9961,0.9996,0.9978,23260963,22.709
2025-05-16-16:41:26,383410,1966,21926982,225,0.9949,0.9994,0.9972,22312583,22.744
2025-05-16-16:41:49,359951,1328,24971598,173,0.9963,0.9995,0.9979,25333050,22.683
2025-05-16-16:42:13,369333,1309,21726764,176,0.9965,0.9995,0.998,22097582,22.729
2025-05-16-16:42:36,368868,1804,24453412,210,0.9951,0.9994,0.9973,24824294,22.785
2025-05-16-16:43:00,421572,2331,21686926,278,0.9945,0.9993,0.9969,22111107,22.971
2025-05-16-16:43:23,347275,1871,19701048,173,0.9946,0.9995,0.9971,20050367,22.671
2025-05-16-16:43:46,339836,1190,22397799,234,0.9965,0.9993,0.9979,22739059,22.537
2025-05-16-16:44:09,366355,1896,21373249,210,0.9949,0.9994,0.9971,21741710,22.83
2025-05-16-16:44:33,337622,1683,23892024,148,0.995,0.9996,0.9973,24231477,22.655
2025-05-16-17:25:12,359553,8045,18005466,5459,0.9781,0.985,0.9816,18378523,22.535
2025-05-16-17:25:35,307693,11786,19717373,3020,0.9631,0.9903,0.9765,20039872,22.47
2025-05-16-17:25:59,291117,7346,21929105,1774,0.9754,0.9939,0.9846,22229342,22.63
2025-05-16-17:26:22,332324,7867,19940772,1633,0.9769,0.9951,0.9859,20282596,22.603
2025-05-16-17:26:46,314090,9391,18811402,1131,0.971,0.9964,0.9835,19136014,22.69
2025-05-16-17:27:09,321892,6484,20904452,1512,0.9803,0.9953,0.9877,21234340,22.843
2025-05-16-17:27:33,366209,7274,19899725,970,0.9805,0.9974,0.9889,20274178,22.541
2025-05-16-17:27:56,339522,5923,21471369,851,0.9829,0.9975,0.9901,21817665,22.7
2025-05-16-17:28:20,349170,5105,19114853,972,0.9856,0.9972,0.9914,19470100,22.883
2025-05-16-17:28:43,345527,5512,18080675,944,0.9843,0.9973,0.9907,18432658,22.738
2025-05-16-17:29:07,336226,6332,20104410,844,0.9815,0.9975,0.9894,20447812,22.731
2025-05-16-17:29:30,329397,4610,20672478,586,0.9862,0.9982,0.9922,21007071,22.627
2025-05-16-17:29:54,321428,3636,21886135,372,0.9888,0.9988,0.9938,22211571,22.773
2025-05-16-17:30:17,333205,3896,19801844,683,0.9884,0.998,0.9932,20139628,22.959
2025-05-16-17:30:41,279490,3307,20671843,387,0.9883,0.9986,0.9934,20955027,22.868
2025-05-16-17:31:05,339702,2732,23118112,369,0.992,0.9989,0.9955,23460915,22.93
2025-05-16-17:31:29,311521,29069,21561311,8088,0.9147,0.9747,0.9437,21909989,22.96
2025-05-16-17:31:52,355313,27221,24678961,10205,0.9288,0.9721,0.95,25071700,22.564
2025-05-16-17:32:15,308734,18507,24568343,7429,0.9434,0.9765,0.9597,24903013,22.841
2025-05-16-17:32:39,355659,21365,23518871,2953,0.9433,0.9918,0.9669,23898848,22.765
2025-05-16-17:33:03,328898,12721,25615002,1938,0.9628,0.9941,0.9782,25958559,22.866
2025-05-16-17:33:26,352837,9664,25374304,1419,0.9733,0.996,0.9845,25738224,22.794
2025-05-16-17:33:50,352678,7588,22807009,912,0.9789,0.9974,0.9881,23168187,22.945
2025-05-16-17:34:14,326360,6572,26640504,1510,0.9803,0.9954,0.9878,26974946,22.904
2025-05-16-17:34:37,347157,6037,24056597,701,0.9829,0.998,0.9904,24410492,22.61
2025-05-16-17:35:01,324756,5185,24167668,848,0.9843,0.9974,0.9908,24498457,22.87
2025-05-16-17:35:24,275580,5307,24201946,575,0.9811,0.9979,0.9894,24483408,22.674
2025-05-16-17:35:48,310469,4061,24696951,423,0.9871,0.9986,0.9928,25011904,22.921
2025-05-16-17:36:11,320632,3565,24803287,433,0.989,0.9987,0.9938,25127917,22.513
2025-05-16-17:36:35,362486,4144,24577393,618,0.9887,0.9983,0.9935,24944641,22.684
2025-05-16-17:36:58,362610,3701,26785407,910,0.9899,0.9975,0.9937,27152628,22.715
2025-05-16-17:37:22,330730,5105,26178987,649,0.9848,0.998,0.9914,26515471,22.71
2025-05-16-17:37:45,323409,4436,24860766,437,0.9865,0.9987,0.9925,25189048,22.43
2025-05-16-17:38:08,379228,3645,25664673,498,0.9905,0.9987,0.9946,26048044,22.95
2025-05-16-17:38:32,329818,3214,22762753,435,0.9903,0.9987,0.9945,23096220,22.616
2025-05-16-17:38:55,306146,3394,24168832,413,0.989,0.9987,0.9938,24478785,22.767
2025-05-16-17:39:19,344688,3156,26387602,449,0.9909,0.9987,0.9948,26735895,22.862
2025-05-16-17:39:42,348322,3731,23317854,521,0.9894,0.9985,0.9939,23670428,22.651
2025-05-16-17:40:06,288935,4598,24127045,452,0.9843,0.9984,0.9913,24421030,22.668
2025-05-16-17:40:29,357459,3856,25853690,493,0.9893,0.9986,0.994,26215498,22.641
2025-05-16-17:40:53,356476,3492,25664487,407,0.9903,0.9989,0.9946,26024862,22.854
2025-05-16-17:41:17,346784,4011,24223545,459,0.9886,0.9987,0.9936,24574799,23.175
2025-05-16-17:41:41,309987,11523,21589980,5253,0.9642,0.9833,0.9737,21916743,23.299
2025-05-16-17:42:05,379099,8402,21925031,1443,0.9783,0.9962,0.9872,22313975,23.071
2025-05-16-17:42:28,327934,7093,26319588,1356,0.9788,0.9959,0.9873,26655971,22.755
2025-05-16-17:42:52,293004,7358,21335475,1356,0.9755,0.9954,0.9853,21637193,23.021
2025-05-16-17:43:16,332259,6541,23882166,1102,0.9807,0.9967,0.9886,24222068,22.651
2025-05-16-17:43:39,314339,5353,19849478,584,0.9833,0.9981,0.9906,20169754,22.574
2025-05-16-17:44:02,307369,5027,21556850,769,0.9839,0.9975,0.9907,21870015,22.72
2025-05-16-17:44:26,266109,4068,24798618,720,0.9849,0.9973,0.9911,25069515,22.654
2025-05-16-17:44:49,317192,4210,22267887,686,0.9869,0.9978,0.9923,22589975,22.625
2025-05-16-17:45:12,321400,3505,22820286,640,0.9892,0.998,0.9936,23145831,22.703
2025-05-16-17:45:36,324420,3466,23175018,590,0.9894,0.9982,0.9938,23503494,22.809
2025-05-16-17:45:59,313687,3726,22033174,418,0.9883,0.9987,0.9934,22351005,22.823
2025-05-16-17:46:23,355804,3579,23028090,517,0.99,0.9985,0.9943,23387990,22.62
2025-05-16-17:46:46,289258,3639,20314335,535,0.9876,0.9982,0.9928,20607767,22.579
2025-05-16-17:47:10,328543,4671,21695876,799,0.986,0.9976,0.9917,22029889,23.105
2025-05-16-17:47:34,337802,5994,24003809,873,0.9826,0.9974,0.9899,24348478,22.73
2025-05-16-17:47:57,281791,4393,21637870,462,0.9846,0.9984,0.9915,21924516,22.806
2025-05-16-17:48:21,336807,3845,20604861,728,0.9887,0.9978,0.9933,20946241,22.777
2025-05-16-17:48:45,276073,3327,21420709,355,0.9881,0.9987,0.9934,21700464,22.843
2025-05-16-17:49:08,292732,2545,21251078,305,0.9914,0.999,0.9952,21546660,22.829
2025-05-16-17:49:32,349267,3354,24392979,702,0.9905,0.998,0.9942,24746302,22.683
2025-05-16-17:49:56,316067,3299,23437823,612,0.9897,0.9981,0.9939,23757801,22.697
2025-05-16-17:50:19,317626,2952,21648631,394,0.9908,0.9988,0.9948,21969603,22.729
2025-05-16-17:50:43,339998,2879,21370118,523,0.9916,0.9985,0.995,21713518,22.733
2025-05-16-17:51:06,288693,2303,21987129,256,0.9921,0.9991,0.9956,22278381,22.556
2025-05-16-17:51:31,292588,3216,18420912,403,0.9891,0.9986,0.9939,18717119,23.233
2025-05-16-17:51:54,358927,2649,21910023,513,0.9927,0.9986,0.9956,22272112,22.559
2025-05-16-17:52:18,316521,2403,20542989,293,0.9925,0.9991,0.9958,20862206,22.637
2025-05-16-17:52:41,362464,3362,21374344,373,0.9908,0.999,0.9949,21740543,22.766
2025-05-16-17:53:05,332956,2629,21601100,349,0.9922,0.999,0.9955,21937034,22.738
2025-05-16-17:53:29,286276,2734,23410965,410,0.9905,0.9986,0.9945,23700385,22.915
2025-05-16-17:53:52,274445,2203,22070938,253,0.992,0.9991,0.9955,22347839,22.617
2025-05-16-17:54:16,343816,2524,22110555,435,0.9927,0.9987,0.9957,22457330,22.65
2025-05-16-17:54:39,352589,2674,23184946,252,0.9925,0.9993,0.9959,23540461,22.514
2025-05-16-17:55:03,335411,2803,22755722,325,0.9917,0.999,0.9954,23094261,22.808
2025-05-16-17:55:27,301929,2620,22421734,313,0.9914,0.999,0.9952,22726596,22.686
2025-05-16-17:55:50,316730,2726,21258286,314,0.9915,0.999,0.9952,21578056,22.524
2025-05-16-17:56:14,317264,2357,21748173,590,0.9926,0.9981,0.9954,22068384,23.052
2025-05-16-17:56:38,334951,4189,21925975,1224,0.9876,0.9964,0.992,22266339,23.047
2025-05-16-17:57:01,327592,7403,24863003,1419,0.9779,0.9957,0.9867,25199417,22.792
2025-05-16-17:57:25,329536,6520,23007810,930,0.9806,0.9972,0.9888,23344796,22.635
2025-05-16-17:57:49,299450,4711,22455443,624,0.9845,0.9979,0.9912,22760228,22.754
2025-05-16-17:58:12,314761,4356,23255565,673,0.9863,0.9979,0.9921,23575355,22.718
2025-05-16-17:58:36,328100,3940,20825612,511,0.9881,0.9984,0.9933,21158163,22.47
