date_time,true_positives,false_positives,true_negatives,false_negatives,precision,recall,f1,defined,duration
2025-05-10-22:13:46,177183,3696,13601258,1292,0.9796,0.9928,0.9861,13783429,22.951
2025-05-10-22:14:09,189359,2941,13765197,1073,0.9847,0.9944,0.9895,13958570,23.048
2025-05-10-22:14:32,175678,3274,14077818,845,0.9817,0.9952,0.9884,14257615,23.011
2025-05-10-22:14:56,197228,3297,11993508,1368,0.9836,0.9931,0.9883,12195401,22.873
2025-05-10-22:15:19,182312,2944,12787141,986,0.9841,0.9946,0.9893,12973383,23.089
2025-05-10-22:15:43,183070,3345,15012316,903,0.9821,0.9951,0.9885,15199634,22.981
2025-05-10-22:16:06,183745,3098,14631525,801,0.9834,0.9957,0.9895,14819169,23.047
2025-05-10-22:16:29,178141,2560,14827624,759,0.9858,0.9958,0.9908,15009084,22.719
2025-05-10-22:16:53,173399,3781,14332279,673,0.9787,0.9961,0.9873,14510132,22.81
2025-05-10-22:17:16,193088,1690,12508572,526,0.9913,0.9973,0.9943,12703876,22.964
2025-05-10-22:17:39,183986,2166,12637035,789,0.9884,0.9957,0.992,12823976,23.023
2025-05-10-22:18:03,186895,3041,13243611,742,0.984,0.996,0.99,13434289,22.917
2025-05-10-22:18:26,190687,2728,13165839,1108,0.9859,0.9942,0.99,13360362,23.131
2025-05-10-23:22:15,177398,146519,11354865,37485,0.5477,0.8256,0.6585,11716267,22.705
2025-05-10-23:22:39,188080,89564,13904327,15045,0.6774,0.9259,0.7824,14197016,22.772
2025-05-10-23:23:02,199599,35360,14327298,10649,0.8495,0.9494,0.8967,14572906,22.831
2025-05-10-23:23:25,206254,34880,12149823,7985,0.8554,0.9627,0.9059,12398942,22.755
2025-05-10-23:23:48,210253,27225,12571714,5217,0.8854,0.9758,0.9284,12814409,22.852
2025-05-10-23:24:12,209963,26044,12964447,3685,0.8896,0.9828,0.9339,13204139,23.087
2025-05-10-23:24:35,195054,20542,11524967,4406,0.9047,0.9779,0.9399,11744969,22.984
2025-05-10-23:24:59,192948,36063,12452933,5174,0.8425,0.9739,0.9035,12687118,22.956
2025-05-10-23:25:22,214971,22525,11669341,4555,0.9052,0.9793,0.9407,11911392,22.991
2025-05-10-23:25:46,204735,21936,10276531,4293,0.9032,0.9795,0.9398,10507495,23.014
2025-05-10-23:26:09,204574,18390,11245934,3168,0.9175,0.9848,0.9499,11472066,22.919
2025-05-10-23:26:32,199301,19862,13688401,3463,0.9094,0.9829,0.9447,13911027,23.022
2025-05-10-23:26:56,208719,16048,14715535,2360,0.9286,0.9888,0.9578,14942662,22.949
2025-05-10-23:27:19,197743,11941,10161441,2582,0.9431,0.9871,0.9646,10373707,22.939
2025-05-10-23:27:42,203795,12057,13432940,1677,0.9441,0.9918,0.9674,13650469,22.912
2025-05-10-23:28:06,208621,11817,12557213,1866,0.9464,0.9911,0.9682,12779517,23.029
2025-05-10-23:28:29,198936,10088,12550420,1582,0.9517,0.9921,0.9715,12761026,23.064
2025-05-10-23:28:52,212004,13689,11045477,2703,0.9393,0.9874,0.9628,11273873,22.703
2025-05-10-23:29:16,221114,9330,9684147,2496,0.9595,0.9888,0.974,9917087,23.034
2025-05-10-23:29:39,217145,10510,12663147,2086,0.9538,0.9905,0.9718,12892888,22.884
2025-05-10-23:30:03,199353,8152,14318226,1362,0.9607,0.9932,0.9767,14527093,23.051
2025-05-10-23:30:26,203715,8274,11190640,2041,0.961,0.9901,0.9753,11404670,23.082
2025-05-10-23:30:50,207622,9798,12643997,2328,0.9549,0.9889,0.9716,12863745,23.051
2025-05-10-23:31:13,188783,9163,12821883,1379,0.9537,0.9927,0.9728,13021208,23.064
2025-05-10-23:31:37,183984,6743,15739480,2666,0.9646,0.9857,0.9751,15932873,23.033
2025-05-10-23:32:00,205711,8749,11642644,1397,0.9592,0.9933,0.9759,11858501,23.027
2025-05-10-23:32:24,207349,7232,13150437,1567,0.9663,0.9925,0.9792,13366585,23.155
2025-05-10-23:32:47,187076,6628,13659807,1323,0.9658,0.993,0.9792,13854834,22.936
2025-05-10-23:33:11,226375,8475,11539505,2322,0.9639,0.9898,0.9767,11776677,23.124
2025-05-10-23:33:34,211637,9313,11285200,1451,0.9579,0.9932,0.9752,11507601,22.78
2025-05-10-23:33:57,215713,7301,12836331,1490,0.9673,0.9931,0.98,13060835,23.038
2025-05-10-23:34:21,198254,4663,11339041,1021,0.977,0.9949,0.9859,11542979,22.908
2025-05-10-23:34:44,217150,7690,14673953,1414,0.9658,0.9935,0.9795,14900207,23.026
2025-05-10-23:35:07,214004,6620,12628957,1381,0.97,0.9936,0.9816,12850962,23.059
2025-05-10-23:35:31,212366,9549,12306764,1651,0.957,0.9923,0.9743,12530330,23.048
2025-05-10-23:35:54,192390,7490,13359811,1420,0.9625,0.9927,0.9774,13561111,22.946
2025-05-10-23:36:17,185981,5130,12782534,1120,0.9732,0.994,0.9835,12974765,22.644
2025-05-10-23:36:41,207907,5734,12069935,1405,0.9732,0.9933,0.9831,12284981,22.829
2025-05-10-23:37:04,223930,6287,12933967,1081,0.9727,0.9952,0.9838,13165265,23.026
2025-05-10-23:37:27,181452,5606,12308259,1001,0.97,0.9945,0.9821,12496318,22.942
2025-05-10-23:37:51,212159,5540,12881818,1209,0.9746,0.9943,0.9843,13100726,22.858
2025-05-10-23:38:14,202362,5401,12772660,1133,0.974,0.9944,0.9841,12981556,23.014
2025-05-10-23:38:38,229453,5866,12385054,931,0.9751,0.996,0.9854,12621304,22.844
2025-05-10-23:39:01,220906,4781,12845378,997,0.9788,0.9955,0.9871,13072062,22.919
2025-05-10-23:39:24,191094,3517,13754516,914,0.9819,0.9952,0.9885,13950041,22.902
2025-05-10-23:39:48,201101,5191,13811716,1110,0.9748,0.9945,0.9846,14019118,22.995
2025-05-10-23:40:11,208654,4297,12693751,1105,0.9798,0.9947,0.9872,12907807,22.844
2025-05-10-23:40:34,231089,5434,11826562,854,0.977,0.9963,0.9866,12063939,23.169
2025-05-10-23:40:58,211180,6425,11031652,837,0.9705,0.9961,0.9831,11250094,23.047
2025-05-10-23:41:21,198731,6302,14292214,989,0.9693,0.995,0.982,14498236,23.07
2025-05-10-23:41:45,208640,5861,10829621,1304,0.9727,0.9938,0.9831,11045426,23.124
2025-05-10-23:42:08,202722,5385,16562539,1294,0.9741,0.9937,0.9838,16771940,23.088
2025-05-10-23:42:32,213046,4680,12175782,967,0.9785,0.9955,0.9869,12394475,22.801
2025-05-10-23:42:55,209562,5143,14145346,687,0.976,0.9967,0.9863,14360738,23.034
2025-05-10-23:43:18,215370,3766,12472396,503,0.9828,0.9977,0.9902,12692035,22.754
2025-05-10-23:43:41,204613,4296,13263245,1011,0.9794,0.9951,0.9872,13473165,22.786
2025-05-10-23:44:05,212384,3792,12405345,735,0.9825,0.9966,0.9895,12622256,22.843
2025-05-10-23:44:28,214903,4290,14055944,840,0.9804,0.9961,0.9882,14275977,22.896
2025-05-10-23:44:51,205392,3834,11923483,761,0.9817,0.9963,0.9889,12133470,22.79
2025-05-10-23:45:14,225619,4467,12519345,898,0.9806,0.996,0.9883,12750329,22.874
2025-05-10-23:45:38,213343,3398,12340920,647,0.9843,0.997,0.9906,12558308,22.884
