date_time,true_positives,false_positives,true_negatives,false_negatives,precision,recall,f1,defined,duration
2025-05-09-21:27:42,276557,1392,1188340,45,0.995,0.9998,0.9974,1466334,23.05
2025-05-09-21:28:05,282734,976,1223973,78,0.9966,0.9997,0.9981,1507761,22.831
2025-05-09-21:28:28,279145,484,1350223,46,0.9983,0.9998,0.9991,1629898,22.942
2025-05-09-21:28:51,252266,514,1211529,18,0.998,0.9999,0.9989,1464327,22.926
2025-05-09-21:29:14,268495,386,1301827,27,0.9986,0.9999,0.9992,1570735,22.943
2025-05-09-21:29:37,278087,466,1227778,33,0.9983,0.9999,0.9991,1506364,23.019
2025-05-09-21:30:01,286683,628,1248914,35,0.9978,0.9999,0.9988,1536260,23.018
2025-05-09-21:30:24,283409,582,1340789,114,0.998,0.9996,0.9988,1624894,22.844
2025-05-09-21:30:47,289177,609,1271591,18,0.9979,0.9999,0.9989,1561395,22.889
2025-05-09-21:31:10,270727,282,1276894,43,0.999,0.9998,0.9994,1547946,22.959
2025-05-09-21:31:33,269032,436,1330341,19,0.9984,0.9999,0.9992,1599828,22.669
2025-05-09-21:31:56,283529,249,1182060,22,0.9991,0.9999,0.9995,1465860,22.991
2025-05-09-21:32:19,262535,218,1284415,21,0.9992,0.9999,0.9995,1547189,22.665
2025-05-09-21:32:42,265217,297,1292758,14,0.9989,0.9999,0.9994,1558286,22.951
2025-05-09-21:33:05,271437,469,1280102,94,0.9983,0.9997,0.999,1552102,22.721
2025-05-09-21:33:28,261602,928,1286506,34,0.9965,0.9999,0.9982,1549070,22.557
2025-05-09-21:33:51,279389,235,1285382,27,0.9992,0.9999,0.9995,1565033,22.891
2025-05-09-21:34:14,265533,377,1318620,6,0.9986,1.0,0.9993,1584536,22.71
2025-05-09-21:34:37,281376,292,1389716,16,0.999,0.9999,0.9995,1671400,22.94
2025-05-09-21:35:01,276953,453,1346929,21,0.9984,0.9999,0.9991,1624356,22.852
2025-05-09-21:35:24,272256,277,1258614,14,0.999,0.9999,0.9995,1531161,22.908
2025-05-09-21:35:47,268847,304,1184721,22,0.9989,0.9999,0.9994,1453894,23.092
2025-05-09-21:36:10,275138,504,1201012,18,0.9982,0.9999,0.9991,1476672,22.772
2025-05-09-21:36:33,259262,245,1271898,18,0.9991,0.9999,0.9995,1531423,22.979
2025-05-09-21:36:57,266297,263,1110070,59,0.999,0.9998,0.9994,1376689,22.969
2025-05-09-21:37:19,273305,267,1251911,11,0.999,1.0,0.9995,1525494,22.662
2025-05-09-21:37:42,261837,240,1195725,17,0.9991,0.9999,0.9995,1457819,22.63
2025-05-09-21:38:05,262353,228,1399989,6,0.9991,1.0,0.9996,1662576,22.862
2025-05-09-21:38:29,288243,204,1374010,16,0.9993,0.9999,0.9996,1662473,23.099
2025-05-09-21:38:52,279734,238,1247372,24,0.9991,0.9999,0.9995,1527368,23.027
2025-05-09-21:39:15,267747,300,1259476,12,0.9989,1.0,0.9994,1527535,22.965
2025-05-09-21:39:38,284302,223,1252538,19,0.9992,0.9999,0.9996,1537082,22.748
2025-05-09-21:40:01,255887,279,1339676,22,0.9989,0.9999,0.9994,1595864,22.886
2025-05-09-21:40:25,268192,18305,1320742,3330,0.9361,0.9877,0.9612,1610569,23.168
2025-05-09-21:40:48,224941,85791,1310890,4065,0.7239,0.9822,0.8335,1625687,22.881
2025-05-09-21:41:11,226129,37607,1187411,2654,0.8574,0.9884,0.9183,1453801,23.065
2025-05-09-21:41:35,236351,24344,1204231,2742,0.9066,0.9885,0.9458,1467668,22.945
2025-05-09-21:41:58,223611,14828,1050684,1375,0.9378,0.9939,0.965,1290498,22.803
2025-05-09-21:42:21,218722,12882,1131930,1267,0.9444,0.9942,0.9687,1364801,22.843
2025-05-09-21:42:44,224801,11901,1091173,1488,0.9497,0.9934,0.9711,1329363,22.968
2025-05-09-21:43:07,221085,9653,1155909,797,0.9582,0.9964,0.9769,1387444,22.923
2025-05-09-21:43:30,244862,9229,1191684,796,0.9637,0.9968,0.9799,1446571,22.918
2025-05-09-21:43:53,222606,7981,1285627,876,0.9654,0.9961,0.9805,1517090,22.872
2025-05-09-21:44:17,236157,7535,1259436,1016,0.9691,0.9957,0.9822,1504144,22.981
2025-05-09-21:44:40,245980,7622,1177451,700,0.9699,0.9972,0.9834,1431753,22.82
2025-05-09-21:45:03,203390,5716,1192798,571,0.9727,0.9972,0.9848,1402475,22.883
2025-05-09-21:45:26,237950,6023,1130675,685,0.9753,0.9971,0.9861,1375333,22.99
2025-05-09-21:45:49,221878,5959,1304497,903,0.9738,0.9959,0.9848,1533237,22.998
2025-05-09-21:46:13,239269,5760,1256852,855,0.9765,0.9964,0.9864,1502736,23.081
2025-05-09-21:46:36,213435,4715,1313084,454,0.9784,0.9979,0.988,1531688,22.884
2025-05-09-21:46:59,217266,4558,1207534,512,0.9795,0.9976,0.9885,1429870,23.079
2025-05-09-21:47:22,231465,3285,1258496,459,0.986,0.998,0.992,1493705,22.676
2025-05-09-21:47:45,240514,3172,1175268,303,0.987,0.9987,0.9928,1419257,22.602
2025-05-09-21:48:08,260963,3566,1227399,694,0.9865,0.9973,0.9919,1492622,23.021
2025-05-09-21:48:32,231525,3823,1316302,394,0.9838,0.9983,0.991,1552044,23.002
2025-05-09-21:48:55,231537,4064,1246821,644,0.9828,0.9972,0.9899,1483066,22.902
2025-05-09-21:49:18,210176,2586,1197549,253,0.9878,0.9988,0.9933,1410564,22.913
2025-05-09-21:49:41,240824,2832,1229940,412,0.9884,0.9983,0.9933,1474008,22.942
2025-05-09-21:50:04,235796,2067,1128026,378,0.9913,0.9984,0.9948,1366267,22.75
2025-05-09-21:50:27,235467,2218,1228266,298,0.9907,0.9987,0.9947,1466249,22.76
2025-05-09-21:50:50,220720,1617,1277907,310,0.9927,0.9986,0.9957,1500554,23.029
2025-05-09-21:51:14,222775,2160,1156782,288,0.9904,0.9987,0.9945,1382005,22.891
2025-05-09-21:51:36,229917,1354,1134480,217,0.9941,0.9991,0.9966,1365968,22.658
2025-05-09-21:52:00,236674,2042,1240578,310,0.9914,0.9987,0.9951,1479604,22.833
2025-05-09-21:52:23,226026,2243,1227996,166,0.9902,0.9993,0.9947,1456431,22.781
2025-05-09-21:52:46,247666,1926,1128571,518,0.9923,0.9979,0.9951,1378681,22.961
2025-05-09-21:53:09,218465,1553,1189731,169,0.9929,0.9992,0.9961,1409918,22.786
2025-05-09-21:53:32,234505,1783,1087601,231,0.9925,0.999,0.9957,1324120,22.939
2025-05-09-21:53:55,222654,1541,1173228,222,0.9931,0.999,0.9961,1397645,23.026
2025-05-09-21:54:19,227145,1661,1182287,292,0.9927,0.9987,0.9957,1411385,22.987
2025-05-09-21:54:42,239107,1625,1159369,361,0.9932,0.9985,0.9959,1400462,22.835
2025-05-09-21:55:05,235498,1882,1276017,240,0.9921,0.999,0.9955,1513637,22.83
2025-05-09-21:55:28,240905,1462,1213565,331,0.994,0.9986,0.9963,1456263,22.948
2025-05-09-21:55:51,251979,1298,1199103,145,0.9949,0.9994,0.9971,1452525,22.968
2025-05-09-21:56:14,261988,1928,1158874,280,0.9927,0.9989,0.9958,1423070,22.794
2025-05-09-21:56:37,230937,1590,1120793,343,0.9932,0.9985,0.9958,1353663,22.91
2025-05-09-21:57:01,225755,945,1296903,137,0.9958,0.9994,0.9976,1523740,22.942
2025-05-09-21:57:24,226930,1205,1223555,193,0.9947,0.9992,0.9969,1451883,22.768
2025-05-09-21:57:47,230226,2087,1150427,389,0.991,0.9983,0.9947,1383129,22.809
2025-05-09-21:58:10,235854,869,1121366,273,0.9963,0.9988,0.9976,1358362,22.987
2025-05-09-21:58:33,231985,1043,1213631,157,0.9955,0.9993,0.9974,1446816,23.014
2025-05-09-21:58:57,223153,1102,1183353,256,0.9951,0.9989,0.997,1407864,23.086
2025-05-09-21:59:20,226183,1022,1221106,222,0.9955,0.999,0.9973,1448533,23.131
2025-05-09-21:59:43,226810,1610,1255515,134,0.993,0.9994,0.9962,1484069,23.006
2025-05-09-22:00:06,228704,1089,1181412,293,0.9953,0.9987,0.997,1411498,22.764
2025-05-09-22:00:30,225636,1397,1199359,153,0.9938,0.9993,0.9966,1426545,23.047
2025-05-09-22:00:53,235145,1180,1211571,310,0.995,0.9987,0.9968,1448206,23.085
2025-05-09-22:01:16,213970,1256,1112771,102,0.9942,0.9995,0.9968,1328099,23.013
2025-05-09-22:01:39,249399,1214,1204420,160,0.9952,0.9994,0.9973,1455193,22.855
2025-05-09-22:02:03,233464,865,1159593,117,0.9963,0.9995,0.9979,1394039,23.09
2025-05-09-22:02:26,249874,1263,1184865,157,0.995,0.9994,0.9972,1436159,22.979
2025-05-09-22:02:49,217559,1238,1164406,173,0.9943,0.9992,0.9968,1383376,23.153
2025-05-09-22:03:13,219055,977,1126572,137,0.9956,0.9994,0.9975,1346741,22.994
2025-05-09-22:03:36,230801,710,1223919,163,0.9969,0.9993,0.9981,1455593,23.033
2025-05-09-22:14:21,236505,506781,2039435,12147,0.3182,0.9511,0.4769,2794868,22.434
