10629.821613,48.268398
10629.857419,48.268398
10629.893226,48.484848
10629.929032,48.484848
10629.964839,48.484848
10630.000645,48.484848
10630.036452,48.701299
10630.072258,48.701299
10630.108065,48.701299
10630.143871,48.701299
10630.179677,48.917749
10630.215484,48.917749
10630.251290,48.917749
10630.287097,49.134199
10630.322903,49.134199
10630.358710,49.134199
10630.394516,49.350649
10630.430323,49.350649
10630.466129,49.350649
10630.501935,49.350649
10630.537742,49.567100
10630.573548,49.567100
10630.609355,49.567100
10630.645161,49.567100
10630.680968,49.567100
10630.716774,49.567100
10630.752581,49.567100
10630.788387,49.567100
10630.824194,49.567100
10630.860000,49.567100
10630.895806,49.567100
10630.931613,49.350649
10630.967419,49.350649
10631.003226,49.134199
10631.039032,49.134199
10631.074839,48.917749
10631.110645,48.701299
10631.146452,48.701299
10631.182258,48.484848
10631.218065,48.268398
10631.253871,48.268398
10631.289677,48.051948
10631.325484,47.835498
10631.361290,47.619048
10631.361290,47.402597
10631.397097,47.186147
10631.432903,46.969697
10631.468710,46.753247
10631.504516,46.536797
10631.504516,46.320346
10631.540323,46.103896
10631.576129,45.887446
10631.611935,45.670996
10631.611935,45.454545
10631.647742,45.238095
10631.683548,45.021645
10631.683548,44.805195
10631.719355,44.588745
10631.755161,44.372294
10631.790968,44.155844
10631.790968,43.939394
10631.826774,43.722944
10631.862581,43.506494
10631.898387,43.290043
10631.898387,43.073593
10631.934194,42.857143
10631.970000,42.640693
10632.005806,42.424242
10632.041613,42.207792
10632.077419,41.991342
10632.113226,41.774892
10632.149032,41.558442
10632.149032,41.341991
10632.184839,41.125541
10632.220645,40.909091
10632.256452,40.692641
10632.292258,40.692641
10632.328065,40.476190
10632.363871,40.259740
10632.399677,40.259740
10632.435484,40.043290
10632.471290,40.043290
10632.507097,40.043290
10632.542903,40.043290
10632.578710,40.043290
10632.614516,40.043290
10632.650323,39.826840
10632.686129,39.826840
10632.721935,40.043290
10632.757742,40.043290
10632.793548,40.043290
10632.829355,40.043290
10632.865161,40.259740
10632.900968,40.259740
10632.936774,40.259740
10632.972581,40.476190
10633.008387,40.476190
10633.044194,40.692641
10633.080000,40.909091
10633.115806,41.125541
10633.151613,41.341991
10633.187419,41.341991
10633.223226,41.558442
10633.259032,41.774892
10633.294839,41.991342
10633.330645,42.207792
10633.366452,42.424242
10633.402258,42.640693
10633.438065,42.857143
10633.473871,43.073593
10633.509677,43.073593
10633.545484,43.290043
10633.581290,43.506494
10633.617097,43.722944
10633.652903,43.939394
10633.688710,44.155844
10633.724516,44.372294
