10629.830323,48.051948
10629.910645,48.268398
10629.990968,48.484848
10630.071290,48.701299
10630.151613,48.917749
10630.231935,48.917749
10630.312258,49.134199
10630.392581,49.350649
10630.472903,49.350649
10630.553226,49.567100
10630.633548,49.567100
10630.713871,49.567100
10630.794194,49.567100
10630.874516,49.350649
10630.954839,49.134199
10631.035161,48.917749
10631.115484,48.701299
10631.115484,48.484848
10631.195806,48.268398
10631.195806,48.051948
10631.276129,47.835498
10631.276129,47.619048
10631.356452,47.402597
10631.356452,47.186147
10631.436774,46.969697
10631.436774,46.753247
10631.436774,46.536797
10631.517097,46.320346
10631.517097,46.103896
10631.517097,45.887446
10631.597419,45.670996
10631.597419,45.454545
10631.597419,45.238095
10631.677742,45.021645
10631.677742,44.805195
10631.677742,44.588745
10631.758065,44.372294
10631.758065,44.155844
10631.758065,43.939394
10631.838387,43.722944
10631.838387,43.506494
10631.838387,43.290043
10631.918710,43.073593
10631.918710,42.857143
10631.918710,42.640693
10631.999032,42.424242
10631.999032,42.207792
10631.999032,41.991342
10632.079355,41.774892
10632.079355,41.558442
10632.159677,41.341991
10632.159677,41.125541
10632.159677,40.909091
10632.240000,40.692641
10632.320323,40.476190
10632.400645,40.259740
10632.480968,40.043290
10632.561290,40.043290
10632.641613,40.043290
10632.721935,40.043290
10632.802258,40.259740
10632.882581,40.476190
10632.962903,40.692641
10633.043226,40.909091
10633.043226,41.125541
10633.123548,41.341991
10633.123548,41.558442
10633.203871,41.774892
10633.284194,41.991342
10633.284194,42.207792
10633.364516,42.424242
10633.364516,42.640693
10633.444839,42.857143
10633.444839,43.073593
10633.525161,43.290043
10633.525161,43.506494
10633.525161,43.722944
10633.605484,43.939394
10633.605484,44.155844
10633.685806,44.372294
10633.685806,44.588745
10633.766129,44.805195
10633.766129,45.021645
10633.846452,45.238095
10633.846452,45.454545
10633.926774,45.670996
10633.926774,45.887446
10634.007097,46.103896
10634.007097,46.320346
10634.087419,46.536797
10634.087419,46.753247
10634.167742,46.969697
10634.167742,47.186147
10634.248065,47.402597
10634.248065,47.619048
10634.328387,47.835498
10634.328387,48.051948
10634.408710,48.268398
10634.489032,48.484848
10634.489032,48.701299
10634.569355,48.917749
10634.649677,49.134199
