2025-04-24 18:37:11.463973,1745512631.4639993,update_file_end,fname:T05624.las-1_003.jpg
2025-04-24 18:39:37.293652,1745512777.2936769,update_file_end,fname:T05624.las-1_003.jpg
2025-04-24 18:47:30.302879,1745513250.3029053,update_file_end,fname:T05624.las-1_003.jpg
2025-04-24 18:55:04.173759,1745513704.173777,mouse_press,fname:T05624.las-1_003.png,x:290.6185997936136,y:472.57481989899924,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:06.866952,1745513706.8669748,mouse_release,fname:T05624.las-1_003.png,x:303.61547265828403,y:486.4239467220087,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:09.667036,1745513709.667054,mouse_press,fname:T05624.las-1_003.png,x:304.46772661662305,y:486.8500737011782,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:14.719669,1745513714.71969,mouse_release,fname:T05624.las-1_003.png,x:342.39302776271046,y:520.0879780764009,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:17.098619,1745513717.0986369,mouse_press,fname:T05624.las-1_003.png,x:342.81915474187997,y:520.5141050555704,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:21.133751,1745513721.1337712,mouse_release,fname:T05624.las-1_003.png,x:356.4552180753047,y:546.2947872953265,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:25.696390,1745513725.6964076,mouse_press,fname:T05624.las-1_003.png,x:342.81915474187997,y:521.3663590139095,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:30.245649,1745513730.2456684,mouse_release,fname:T05624.las-1_003.png,x:355.6029641169656,y:542.8857714619703,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:32.744933,1745513732.7449534,mouse_press,fname:T05624.las-1_003.png,x:355.8160276065504,y:543.0988349515551,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:37.812777,1745513737.8127975,mouse_release,fname:T05624.las-1_003.png,x:357.0944085440589,y:566.7488822954634,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:39.529068,1745513739.5290942,mouse_press,fname:T05624.las-1_003.png,x:356.0290910961351,y:568.2403267225568,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:47.229685,1745513747.2297065,mouse_release,fname:T05624.las-1_003.png,x:336.42725005433715,y:596.7908343269147,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:48.085506,1745513748.0855243,mouse_press,fname:T05624.las-1_003.png,x:334.72274213765905,y:597.0038978164995,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:56.948930,1745513756.9489496,mouse_release,fname:T05624.las-1_003.png,x:305.53304406454686,y:622.5715165666708,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:55:58.115968,1745513758.115985,mouse_press,fname:T05624.las-1_003.png,x:304.68079010620784,y:623.8498975041794,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:56:00.746178,1745513760.7461984,mouse_release,fname:T05624.las-1_003.png,x:291.47085375195263,y:638.1251513063584,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:56:04.245502,1745513764.24552,mouse_press,fname:T05624.las-1_003.png,x:305.53304406454686,y:622.9976435458403,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:56:10.139392,1745513770.139414,mouse_release,fname:T05624.las-1_003.png,x:289.5532823456898,y:640.4688496917906,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:56:11.986663,1745513771.9866822,mouse_press,fname:T05624.las-1_003.png,x:287.63571093942693,y:532.8717874514865,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:56:17.889721,1745513777.8897426,mouse_release,fname:T05624.las-1_003.png,x:291.89698073112214,y:577.1889932851168,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:56:18.891691,1745513778.8917086,mouse_press,fname:T05624.las-1_003.png,x:292.1100442207069,y:579.3196281809644,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:56:20.340730,1745513780.3407516,mouse_release,fname:T05624.las-1_003.png,x:290.6185997936136,y:590.6119931289567,brush_size:2.4152701040154625,brush_color:#ff0000,drawing:True
2025-04-24 18:56:24.597117,1745513784.5971358,mouse_press,fname:T05624.las-1_003.png,x:266.96855244970516,y:507.5172321909,brush_size:15.199079479101101,brush_color:#00ff00,drawing:True
2025-04-24 18:56:26.186525,1745513786.186547,mouse_release,fname:T05624.las-1_003.png,x:272.2951396893242,y:588.9074852122786,brush_size:15.199079479101101,brush_color:#00ff00,drawing:True
2025-04-24 18:56:27.347579,1745513787.347598,mouse_press,fname:T05624.las-1_003.png,x:308.30286942914876,y:522.2186129722485,brush_size:15.199079479101101,brush_color:#00ff00,drawing:True
2025-04-24 18:56:28.241295,1745513788.2413163,mouse_release,fname:T05624.las-1_003.png,x:320.4474883354801,y:583.7939614622443,brush_size:15.199079479101101,brush_color:#00ff00,drawing:True
2025-04-24 18:56:29.651857,1745513789.6518762,mouse_press,fname:T05624.las-1_003.png,x:311.9249487520897,y:452.1207248988622,brush_size:15.199079479101101,brush_color:#00ff00,drawing:True
2025-04-24 18:56:32.429215,1745513792.4292352,mouse_release,fname:T05624.las-1_003.png,x:320.0213613563106,y:627.2589133375355,brush_size:15.199079479101101,brush_color:#00ff00,drawing:True
