date_time,true_positives,false_positives,true_negatives,false_negatives,precision,recall,f1,defined,duration
2025-04-26-15:43:09,59575,923,952642,152,0.9847,0.9975,0.9911,1013292,23.462
2025-04-26-15:43:34,50778,1408,1118952,97,0.973,0.9981,0.9854,1171235,22.643
2025-04-26-15:43:59,73944,1344,933906,61,0.9821,0.9992,0.9906,1009255,23.169
2025-04-26-15:44:24,82996,903,999930,45,0.9892,0.9995,0.9943,1083874,22.929
2025-04-26-15:44:49,64532,1013,1011515,76,0.9845,0.9988,0.9916,1077136,23.233
2025-04-26-15:45:14,51785,905,1031548,86,0.9828,0.9983,0.9905,1084324,22.939
2025-04-26-15:45:38,58949,1140,937932,72,0.981,0.9988,0.9898,998093,22.772
2025-04-26-15:46:03,61271,903,1008052,78,0.9855,0.9987,0.9921,1070304,22.929
2025-04-26-15:46:28,68284,897,1003536,119,0.987,0.9983,0.9926,1072836,23.299
2025-04-26-15:46:53,50181,853,897954,123,0.9833,0.9976,0.9904,949111,22.838
2025-04-26-15:47:18,59588,687,1060828,103,0.9886,0.9983,0.9934,1121206,22.901
2025-04-26-15:47:42,62670,993,955274,48,0.9844,0.9992,0.9918,1018985,22.767
2025-04-26-15:48:08,47003,966,876140,107,0.9799,0.9977,0.9887,924216,23.446
2025-04-26-15:48:32,47486,890,859546,60,0.9816,0.9987,0.9901,907982,22.864
2025-04-26-15:48:57,45999,689,798341,43,0.9852,0.9991,0.9921,845072,22.717
2025-04-26-15:49:22,50474,589,875033,59,0.9885,0.9988,0.9936,926155,22.812
2025-04-26-15:49:46,42661,784,732565,43,0.982,0.999,0.9904,776053,23.007
2025-04-26-15:50:11,60279,807,852221,71,0.9868,0.9988,0.9928,913378,22.945
2025-04-26-15:50:36,49604,735,894183,69,0.9854,0.9986,0.992,944591,22.809
2025-04-26-15:51:01,61113,967,901058,101,0.9844,0.9984,0.9913,963239,23.048
2025-04-26-15:51:26,38953,789,718078,30,0.9801,0.9992,0.9896,757850,22.878
2025-04-26-15:51:51,45027,763,796825,69,0.9833,0.9985,0.9908,842684,22.56
2025-04-26-15:52:15,46149,712,947502,102,0.9848,0.9978,0.9913,994465,22.886
2025-04-26-15:52:40,46381,749,628715,31,0.9841,0.9993,0.9917,675876,22.754
2025-04-26-15:53:05,50245,679,956906,51,0.9867,0.999,0.9928,1007881,22.989
2025-04-26-15:53:30,59719,648,768804,87,0.9893,0.9985,0.9939,829258,22.939
2025-04-26-15:53:55,42247,884,785972,57,0.9795,0.9987,0.989,829160,22.946
2025-04-26-15:54:20,66088,588,875878,49,0.9912,0.9993,0.9952,942603,23.542
2025-04-26-15:54:45,64765,1144,722519,53,0.9826,0.9992,0.9908,788481,22.791
2025-04-26-15:55:09,43236,707,735381,60,0.9839,0.9986,0.9912,779384,22.586
2025-04-26-15:55:34,52517,684,800122,63,0.9871,0.9988,0.9929,853386,22.925
2025-04-26-15:55:59,52655,1120,768486,104,0.9792,0.998,0.9885,822365,22.467
2025-04-26-15:56:23,48294,500,750967,44,0.9898,0.9991,0.9944,799805,22.964
